"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"08.09.2023","178,18","178,35","180,24","177,79","65,60M","0,35%"
"07.09.2023","177,56","175,18","178,21","173,54","112,49M","-2,92%"
"06.09.2023","182,91","188,40","188,85","181,47","81,76M","-3,58%"
"05.09.2023","189,70","188,28","189,98","187,61","45,28M","0,13%"
"01.09.2023","189,46","189,49","189,92","188,28","45,77M","0,85%"
"31.08.2023","187,87","187,84","189,12","187,48","60,79M","0,12%"
"30.08.2023","187,65","184,94","187,85","184,74","60,81M","1,92%"
"29.08.2023","184,12","179,70","184,90","179,50","53,00M","2,18%"
"28.08.2023","180,19","180,09","180,59","178,54","43,82M","0,88%"
"25.08.2023","178,61","177,38","179,15","175,82","51,45M","1,26%"
"24.08.2023","176,38","180,67","181,10","176,01","54,95M","-2,62%"
"23.08.2023","181,12","178,52","181,55","178,32","52,72M","2,19%"
"22.08.2023","177,23","177,06","177,68","176,25","42,08M","0,79%"
"21.08.2023","175,84","175,07","176,13","173,74","46,31M","0,77%"
"18.08.2023","174,49","172,30","175,10","171,96","61,17M","0,28%"
"17.08.2023","174,00","177,14","177,51","173,48","66,06M","-1,46%"
"16.08.2023","176,57","177,13","178,54","176,50","46,96M","-0,50%"
"15.08.2023","177,45","178,88","179,48","177,05","43,62M","-1,12%"
"14.08.2023","179,46","177,97","179,69","177,30","43,68M","0,94%"
"11.08.2023","177,79","177,32","178,62","176,55","52,04M","-0,10%"
"10.08.2023","177,97","179,48","180,75","177,60","54,69M","-0,12%"
"09.08.2023","178,19","180,87","180,93","177,01","60,38M","-0,90%"
"08.08.2023","179,80","179,69","180,27","177,58","67,82M","0,53%"
"07.08.2023","178,85","182,13","183,13","177,35","97,58M","-1,73%"
"04.08.2023","181,99","185,52","187,38","181,92","115,96M","-4,80%"
"03.08.2023","191,17","191,57","192,37","190,69","62,24M","-0,73%"
"02.08.2023","192,58","195,04","195,18","191,85","50,39M","-1,55%"
"01.08.2023","195,60","196,24","196,73","195,28","35,28M","-0,43%"
"31.07.2023","196,45","196,06","196,49","195,26","38,82M","0,32%"
"28.07.2023","195,83","194,67","196,63","194,14","48,29M","1,35%"
"27.07.2023","193,22","196,02","197,20","192,55","47,46M","-0,66%"
"26.07.2023","194,50","193,67","195,64","193,32","47,47M","0,45%"
"25.07.2023","193,62","193,33","194,44","192,91","37,28M","0,45%"
"24.07.2023","192,75","193,41","194,91","192,25","45,51M","0,42%"
"21.07.2023","191,94","194,10","194,97","191,23","71,95M","-0,62%"
"20.07.2023","193,13","195,09","196,47","192,49","59,58M","-1,01%"
"19.07.2023","195,10","193,10","198,23","192,65","80,51M","0,71%"
"18.07.2023","193,73","193,35","194,33","192,41","48,35M","-0,13%"
"17.07.2023","193,99","191,90","194,32","191,81","50,52M","1,73%"
"14.07.2023","190,69","190,23","191,18","189,63","41,62M","0,08%"
"13.07.2023","190,54","190,50","191,19","189,78","41,34M","0,41%"
"12.07.2023","189,77","189,68","191,70","188,47","60,75M","0,90%"
"11.07.2023","188,08","189,16","189,30","186,60","46,64M","-0,28%"
"10.07.2023","188,61","189,26","189,99","187,04","59,92M","-1,09%"
"07.07.2023","190,68","191,41","192,67","190,24","46,82M","-0,59%"
"06.07.2023","191,81","189,84","192,02","189,20","45,16M","0,25%"
"05.07.2023","191,33","191,57","192,98","190,62","46,92M","-0,59%"
"03.07.2023","192,46","193,78","193,88","191,76","31,46M","-0,78%"
"30.06.2023","193,97","191,63","194,48","191,26","85,21M","2,31%"
"29.06.2023","189,59","189,08","190,07","188,94","46,35M","0,18%"
"28.06.2023","189,25","187,93","189,90","187,60","51,22M","0,63%"
"27.06.2023","188,06","185,89","188,39","185,67","50,73M","1,51%"
"26.06.2023","185,27","186,83","188,05","185,23","48,09M","-0,76%"
"23.06.2023","186,68","185,55","187,56","185,01","53,12M","-0,17%"
"22.06.2023","187,00","183,74","187,04","183,67","51,25M","1,65%"
"21.06.2023","183,96","184,90","185,41","182,59","49,52M","-0,57%"
"20.06.2023","185,01","184,41","186,10","184,41","49,80M","0,05%"
"16.06.2023","184,92","186,73","186,99","184,27","101,26M","-0,59%"
"15.06.2023","186,01","183,96","186,52","183,78","65,43M","1,12%"
"14.06.2023","183,95","183,37","184,39","182,02","57,46M","0,35%"
"13.06.2023","183,31","182,80","184,15","182,44","54,93M","-0,26%"
"12.06.2023","183,79","181,27","183,89","180,97","54,76M","1,56%"
"09.06.2023","180,96","181,50","182,23","180,63","48,90M","0,22%"
"08.06.2023","180,57","177,90","180,84","177,46","50,21M","1,55%"
"07.06.2023","177,82","178,44","181,21","177,32","61,94M","-0,78%"
"06.06.2023","179,21","179,96","180,12","177,43","64,85M","-0,21%"
"05.06.2023","179,58","182,63","184,95","178,04","121,95M","-0,76%"
"02.06.2023","180,95","181,03","181,78","179,26","62,00M","0,48%"
"01.06.2023","180,09","177,70","180,12","176,93","68,90M","1,60%"
"31.05.2023","177,25","177,32","179,35","176,76","99,63M","-0,03%"
"30.05.2023","177,30","176,96","178,99","176,57","55,96M","1,07%"
"26.05.2023","175,43","173,32","175,77","173,11","54,84M","1,41%"
"25.05.2023","172,99","172,41","173,90","171,69","56,06M","0,67%"
"24.05.2023","171,84","171,09","172,42","170,52","45,14M","0,16%"
"23.05.2023","171,56","173,13","173,38","171,27","50,75M","-1,52%"
"22.05.2023","174,20","173,98","174,71","173,45","43,57M","-0,55%"
"19.05.2023","175,16","176,39","176,39","174,94","55,81M","0,06%"
"18.05.2023","175,05","173,00","175,24","172,58","65,50M","1,37%"
"17.05.2023","172,69","171,71","172,93","170,42","57,95M","0,36%"
"16.05.2023","172,07","171,99","173,14","171,80","42,11M","0,00%"
"15.05.2023","172,07","173,16","173,21","171,47","37,27M","-0,29%"
"12.05.2023","172,57","173,62","174,06","171,00","45,53M","-0,68%"
"11.05.2023","173,75","173,85","174,59","172,17","49,51M","0,11%"
"10.05.2023","173,55","173,02","174,03","171,90","53,72M","1,04%"
"09.05.2023","171,77","173,05","173,54","171,60","45,33M","-1,00%"
"08.05.2023","173,50","172,48","173,85","172,11","55,96M","-0,04%"
"05.05.2023","173,57","170,98","174,30","170,76","113,45M","4,69%"
"04.05.2023","165,79","164,89","167,04","164,31","81,24M","-0,99%"
"03.05.2023","167,45","169,50","170,92","167,16","65,14M","-0,65%"
"02.05.2023","168,54","170,09","170,35","167,54","48,43M","-0,62%"
"01.05.2023","169,59","169,28","170,45","168,64","52,47M","-0,05%"
"28.04.2023","169,68","168,49","169,85","167,88","55,28M","0,75%"
"27.04.2023","168,41","165,19","168,56","165,19","64,90M","2,84%"
"26.04.2023","163,76","163,05","165,28","162,80","45,50M","-0,01%"
"25.04.2023","163,77","165,19","166,30","163,73","48,71M","-0,94%"
"24.04.2023","165,33","165,00","165,60","163,89","41,95M","0,19%"
"21.04.2023","165,02","165,05","166,45","164,49","58,34M","-0,98%"
"20.04.2023","166,65","166,09","167,87","165,56","52,46M","-0,58%"
"19.04.2023","167,63","165,80","168,16","165,54","47,72M","0,70%"
"18.04.2023","166,47","166,10","167,41","165,65","49,92M","0,75%"
"17.04.2023","165,23","165,09","165,39","164,03","41,52M","0,01%"
"14.04.2023","165,21","164,59","166,32","163,82","49,39M","-0,21%"
"13.04.2023","165,56","161,63","165,80","161,42","68,45M","3,41%"
"12.04.2023","160,10","161,22","162,06","159,78","50,13M","-0,44%"
"11.04.2023","160,80","162,35","162,36","160,51","47,64M","-0,76%"
"10.04.2023","162,03","161,42","162,03","160,08","47,72M","-1,60%"
"06.04.2023","164,66","162,43","164,96","162,00","45,39M","0,55%"
"05.04.2023","163,76","164,74","165,05","161,80","51,51M","-1,13%"
"04.04.2023","165,63","166,60","166,84","165,11","46,28M","-0,32%"
"03.04.2023","166,17","164,27","166,29","164,22","56,98M","0,77%"
"31.03.2023","164,90","162,44","165,00","161,91","68,75M","1,56%"
"30.03.2023","162,36","161,53","162,47","161,27","49,50M","0,99%"
"29.03.2023","160,77","159,37","161,05","159,35","51,31M","1,98%"
"28.03.2023","157,65","157,97","158,49","155,98","45,99M","-0,40%"
"27.03.2023","158,28","159,94","160,77","157,87","52,39M","-1,23%"
"24.03.2023","160,25","158,86","160,34","157,85","59,26M","0,83%"
"23.03.2023","158,93","158,83","161,55","157,68","67,62M","0,70%"
"22.03.2023","157,83","159,30","162,14","157,81","75,70M","-0,91%"
"21.03.2023","159,28","157,32","159,40","156,54","73,94M","1,19%"
"20.03.2023","157,40","155,07","157,82","154,15","73,64M","1,55%"
"17.03.2023","155,00","156,08","156,74","154,28","98,94M","-0,55%"
"16.03.2023","155,85","152,16","156,46","151,64","76,25M","1,87%"
"15.03.2023","152,99","151,19","153,24","149,92","77,17M","0,26%"
"14.03.2023","152,59","151,28","153,40","150,10","73,70M","1,41%"
"13.03.2023","150,47","147,80","153,14","147,70","84,46M","1,33%"
"10.03.2023","148,50","150,21","150,94","147,61","68,57M","-1,39%"
"09.03.2023","150,59","153,56","154,54","150,23","53,83M","-1,49%"
"08.03.2023","152,87","152,81","153,47","151,83","47,20M","0,84%"
"07.03.2023","151,60","153,70","154,03","151,13","56,18M","-1,45%"
"06.03.2023","153,83","153,79","156,30","153,46","87,56M","1,85%"
"03.03.2023","151,03","148,04","151,11","147,33","70,73M","3,51%"
"02.03.2023","145,91","144,38","146,71","143,90","52,28M","0,41%"
"01.03.2023","145,31","146,83","147,23","145,01","55,48M","-1,42%"
"28.02.2023","147,41","147,05","149,08","146,83","50,55M","-0,34%"
"27.02.2023","147,92","147,71","149,17","147,45","45,00M","0,82%"
"24.02.2023","146,71","147,11","147,19","145,72","55,47M","-1,80%"
"23.02.2023","149,40","150,09","150,34","147,24","48,39M","0,33%"
"22.02.2023","148,91","148,87","149,95","147,16","51,01M","0,29%"
"21.02.2023","148,48","150,20","151,30","148,40","58,87M","-2,67%"
"17.02.2023","152,55","152,35","153,00","150,85","59,14M","-0,75%"
"16.02.2023","153,71","153,51","156,33","153,35","68,17M","-1,04%"
"15.02.2023","155,33","153,11","155,50","152,88","65,67M","1,39%"
"14.02.2023","153,20","152,12","153,77","150,86","61,71M","-0,42%"
"13.02.2023","153,85","150,95","154,26","150,92","62,20M","1,88%"
"10.02.2023","151,01","149,46","151,34","149,22","57,45M","0,09%"
"09.02.2023","150,87","153,77","154,33","150,42","56,01M","-0,69%"
"08.02.2023","151,92","153,88","154,58","151,17","64,12M","-1,77%"
"07.02.2023","154,65","150,64","155,23","150,64","83,32M","1,92%"
"06.02.2023","151,73","152,57","153,10","150,78","69,86M","-1,79%"
"03.02.2023","154,50","148,03","157,38","147,83","154,36M","2,44%"
"02.02.2023","150,82","148,90","151,18","148,17","118,34M","3,71%"
"01.02.2023","145,43","143,97","146,61","141,32","77,66M","0,79%"
"31.01.2023","144,29","142,70","144,34","142,28","65,87M","0,90%"
"30.01.2023","143,00","144,96","145,55","142,85","64,02M","-2,01%"
"27.01.2023","145,93","143,15","147,23","143,08","70,56M","1,37%"
"26.01.2023","143,96","143,17","144,25","141,90","54,11M","1,48%"
"25.01.2023","141,86","140,89","142,43","138,81","65,80M","-0,47%"
"24.01.2023","142,53","140,30","143,16","140,30","66,44M","1,01%"
"23.01.2023","141,11","138,12","143,32","137,90","81,76M","2,35%"
"20.01.2023","137,87","135,28","138,02","134,22","80,22M","1,92%"
"19.01.2023","135,27","134,08","136,25","133,77","58,28M","0,04%"
"18.01.2023","135,21","136,82","138,61","135,03","69,67M","-0,54%"
"17.01.2023","135,94","134,83","137,29","134,13","63,65M","0,88%"
"13.01.2023","134,76","132,03","134,92","131,66","57,81M","1,01%"
"12.01.2023","133,41","133,88","134,26","131,44","71,38M","-0,06%"
"11.01.2023","133,49","131,25","133,51","130,46","69,46M","2,11%"
"10.01.2023","130,73","130,26","131,26","128,12","63,90M","0,45%"
"09.01.2023","130,15","130,46","133,41","129,89","70,79M","0,41%"
"06.01.2023","129,62","126,01","130,29","124,89","87,75M","3,68%"
"05.01.2023","125,02","127,13","127,77","124,76","80,96M","-1,06%"
"04.01.2023","126,36","126,89","128,66","125,08","89,11M","1,03%"
"03.01.2023","125,07","130,28","130,90","124,17","112,12M","-3,74%"
"30.12.2022","129,93","128,41","129,95","127,43","77,03M","0,25%"
"29.12.2022","129,61","127,99","130,48","127,73","75,70M","2,83%"
"28.12.2022","126,04","129,67","131,03","125,87","85,44M","-3,07%"
"27.12.2022","130,03","131,38","131,41","128,72","69,01M","-1,39%"
"23.12.2022","131,86","130,92","132,41","129,64","63,81M","-0,28%"
"22.12.2022","132,23","134,35","134,56","130,30","77,85M","-2,38%"
"21.12.2022","135,45","132,98","136,81","132,75","85,93M","2,38%"
"20.12.2022","132,30","131,39","133,25","129,89","77,43M","-0,05%"
"19.12.2022","132,37","135,11","135,20","131,32","79,59M","-1,59%"
"16.12.2022","134,51","136,68","137,65","133,73","160,16M","-1,46%"
"15.12.2022","136,50","141,11","141,80","136,02","98,93M","-4,69%"
"14.12.2022","143,21","145,35","146,65","141,16","82,29M","-1,55%"
"13.12.2022","145,47","149,50","149,97","144,24","93,89M","0,68%"
"12.12.2022","144,49","142,70","144,50","141,06","70,46M","1,64%"
"09.12.2022","142,16","142,34","145,57","140,90","76,10M","-0,34%"
"08.12.2022","142,65","142,36","143,52","141,10","62,13M","1,21%"
"07.12.2022","140,94","142,19","143,37","140,00","69,72M","-1,38%"
"06.12.2022","142,91","147,07","147,30","141,92","64,73M","-2,54%"
"05.12.2022","146,63","147,77","150,92","145,77","68,83M","-0,80%"
"02.12.2022","147,81","145,96","148,00","145,65","65,45M","-0,34%"
"01.12.2022","148,31","148,21","149,13","146,61","71,25M","0,19%"
"30.11.2022","148,03","141,40","148,72","140,55","111,38M","4,86%"
"29.11.2022","141,17","144,29","144,81","140,35","83,76M","-2,11%"
"28.11.2022","144,22","145,14","146,64","143,38","69,35M","-2,63%"
"25.11.2022","148,11","148,30","148,88","147,12","35,20M","-1,96%"
"23.11.2022","151,07","149,45","151,83","149,34","58,30M","0,59%"
"22.11.2022","150,18","148,13","150,42","146,93","51,80M","1,47%"
"21.11.2022","148,01","150,16","150,37","147,71","58,72M","-2,17%"
"18.11.2022","151,29","152,30","152,70","149,97","74,83M","0,38%"
"17.11.2022","150,72","146,43","151,48","146,15","80,39M","1,30%"
"16.11.2022","148,79","149,13","149,87","147,29","64,22M","-0,83%"
"15.11.2022","150,04","152,21","153,59","148,56","89,87M","1,19%"
"14.11.2022","148,28","148,97","150,28","147,43","73,37M","-0,95%"
"11.11.2022","149,70","145,82","150,01","144,37","93,98M","1,93%"
"10.11.2022","146,87","141,24","146,87","139,50","118,85M","8,90%"
"09.11.2022","134,87","138,50","138,55","134,59","74,92M","-3,32%"
"08.11.2022","139,50","140,41","141,43","137,49","89,91M","0,42%"
"07.11.2022","138,92","137,11","139,15","135,67","83,37M","0,39%"
"04.11.2022","138,38","142,09","142,67","134,38","140,81M","-0,36%"
"03.11.2022","138,88","142,06","142,80","138,75","97,92M","-4,24%"
"02.11.2022","145,03","148,95","152,17","145,00","93,60M","-3,73%"
"01.11.2022","150,65","155,08","155,45","149,13","80,38M","-1,75%"
"31.10.2022","153,34","153,15","154,24","151,92","97,94M","-1,54%"
"28.10.2022","155,74","148,20","157,50","147,82","164,76M","7,56%"
"27.10.2022","144,80","148,07","149,05","144,13","109,18M","-3,05%"
"26.10.2022","149,35","150,96","151,99","148,04","88,44M","-1,96%"
"25.10.2022","152,34","150,09","152,49","149,36","74,73M","1,93%"
"24.10.2022","149,45","147,18","150,23","146,00","75,98M","1,48%"
"21.10.2022","147,27","142,87","147,85","142,65","86,55M","2,71%"
"20.10.2022","143,39","143,02","145,89","142,65","64,52M","-0,33%"
"19.10.2022","143,86","141,69","144,95","141,50","61,76M","0,08%"
"18.10.2022","143,75","145,49","146,70","140,61","99,14M","0,94%"
"17.10.2022","142,41","141,07","142,90","140,27","85,25M","2,91%"
"14.10.2022","138,38","144,31","144,52","138,19","88,60M","-3,22%"
"13.10.2022","142,99","134,99","143,59","134,37","113,22M","3,36%"
"12.10.2022","138,34","139,13","140,36","138,16","70,43M","-0,46%"
"11.10.2022","138,98","139,90","141,35","138,22","77,03M","-1,03%"
"10.10.2022","140,42","140,42","141,89","138,57","74,90M","0,24%"
"07.10.2022","140,09","142,54","143,10","139,45","85,93M","-3,67%"
"06.10.2022","145,43","145,81","147,54","145,22","68,40M","-0,66%"
"05.10.2022","146,40","144,07","147,38","143,01","79,47M","0,21%"
"04.10.2022","146,10","145,03","146,22","144,26","87,83M","2,56%"
"03.10.2022","142,45","138,21","143,07","137,68","114,31M","3,08%"
"30.09.2022","138,20","141,28","143,10","138,00","124,93M","-3,00%"
"29.09.2022","142,48","146,10","146,72","140,68","128,14M","-4,91%"
"28.09.2022","149,84","147,64","150,64","144,84","146,69M","-1,27%"
"27.09.2022","151,76","152,74","154,72","149,95","84,44M","0,66%"
"26.09.2022","150,77","149,66","153,77","149,64","93,34M","0,23%"
"23.09.2022","150,43","151,19","151,47","148,56","96,03M","-1,51%"
"22.09.2022","152,74","152,38","154,47","150,91","86,65M","-0,64%"
"21.09.2022","153,72","157,34","158,74","153,60","101,70M","-2,03%"
"20.09.2022","156,90","153,40","158,08","153,08","107,69M","1,57%"
"19.09.2022","154,48","149,31","154,56","149,10","81,47M","2,51%"
"16.09.2022","150,70","151,21","151,35","148,37","162,28M","-1,10%"
"15.09.2022","152,37","154,65","155,24","151,38","90,48M","-1,89%"
"14.09.2022","155,31","154,79","157,10","153,61","87,97M","0,96%"
"13.09.2022","153,84","159,90","160,54","153,37","122,66M","-5,87%"
"12.09.2022","163,43","159,59","164,26","159,30","104,96M","3,85%"
"09.09.2022","157,37","155,47","157,82","154,75","68,08M","1,88%"
"08.09.2022","154,46","154,64","156,36","152,68","84,92M","-0,96%"
"07.09.2022","155,96","154,82","156,67","153,61","87,45M","0,93%"
"06.09.2022","154,53","156,47","157,09","153,69","73,71M","-0,82%"
"02.09.2022","155,81","159,75","160,36","154,96","76,96M","-1,36%"
"01.09.2022","157,96","156,64","158,42","154,67","74,23M","0,47%"
"31.08.2022","157,22","160,30","160,58","157,14","87,99M","-1,06%"
"30.08.2022","158,91","162,13","162,56","157,72","77,91M","-1,53%"
"29.08.2022","161,38","161,15","162,90","159,82","73,31M","-1,37%"
"26.08.2022","163,62","170,57","171,05","163,56","78,96M","-3,77%"
"25.08.2022","170,03","168,78","170,14","168,35","51,22M","1,49%"
"24.08.2022","167,53","167,32","168,11","166,24","53,84M","0,18%"
"23.08.2022","167,23","167,08","168,71","166,65","54,15M","-0,20%"
"22.08.2022","167,57","169,69","169,86","167,13","69,03M","-2,30%"
"19.08.2022","171,52","173,03","173,74","171,31","70,35M","-1,51%"
"18.08.2022","174,15","173,75","174,90","173,12","62,29M","-0,23%"
"17.08.2022","174,55","172,77","176,15","172,57","79,54M","0,88%"
"16.08.2022","173,03","172,78","173,71","171,66","56,38M","-0,09%"
"15.08.2022","173,19","171,52","173,39","171,35","54,09M","0,63%"
"12.08.2022","172,10","169,82","172,17","169,40","68,04M","2,14%"
"11.08.2022","168,49","170,06","170,99","168,19","57,15M","-0,44%"
"10.08.2022","169,24","167,68","169,34","166,90","70,17M","2,62%"
"09.08.2022","164,92","164,02","165,82","163,25","63,14M","0,03%"
"08.08.2022","164,87","166,37","167,81","164,20","60,36M","-0,29%"
"05.08.2022","165,35","163,21","165,85","163,00","56,70M","-0,28%"
"04.08.2022","165,81","166,01","167,19","164,43","55,47M","-0,19%"
"03.08.2022","166,13","160,84","166,59","160,75","82,51M","3,82%"
"02.08.2022","160,01","160,10","162,41","159,63","59,91M","-0,93%"
"01.08.2022","161,51","161,01","163,59","160,89","67,83M","-0,62%"
"29.07.2022","162,51","161,24","163,63","159,50","101,79M","3,28%"
"28.07.2022","157,35","156,98","157,64","154,41","81,38M","0,36%"
"27.07.2022","156,79","152,58","157,33","152,16","78,62M","3,42%"
"26.07.2022","151,60","152,26","153,09","150,80","55,14M","-0,88%"
"25.07.2022","152,95","154,01","155,04","152,28","53,62M","-0,74%"
"22.07.2022","154,09","155,39","156,28","153,41","66,68M","-0,81%"
"21.07.2022","155,35","154,50","155,57","151,94","65,09M","1,51%"
"20.07.2022","153,04","151,12","153,72","150,37","64,82M","1,35%"
"19.07.2022","151,00","147,92","151,23","146,91","82,98M","2,67%"
"18.07.2022","147,07","150,74","151,57","146,70","81,42M","-2,06%"
"15.07.2022","150,17","149,78","150,86","148,20","76,26M","1,15%"
"14.07.2022","148,47","144,08","148,95","143,25","78,14M","2,05%"
"13.07.2022","145,49","142,99","146,45","142,12","71,19M","-0,25%"
"12.07.2022","145,86","145,76","148,45","145,05","77,59M","0,68%"
"11.07.2022","144,87","145,67","146,64","143,78","63,31M","-1,48%"
"08.07.2022","147,04","145,26","147,55","145,00","64,55M","0,47%"
"07.07.2022","146,35","143,29","146,55","143,28","66,25M","2,40%"
"06.07.2022","142,92","141,35","144,12","141,08","74,06M","0,96%"
"05.07.2022","141,56","137,77","141,61","136,93","73,43M","1,89%"
"01.07.2022","138,93","136,04","139,04","135,66","71,05M","1,62%"
"30.06.2022","136,72","137,25","138,37","133,77","98,96M","-1,80%"
"29.06.2022","139,23","137,46","140,67","136,67","66,24M","1,30%"
"28.06.2022","137,44","142,13","143,42","137,32","67,32M","-2,98%"
"27.06.2022","141,66","142,70","143,49","140,96","70,21M","0,00%"
"24.06.2022","141,66","139,90","141,91","139,77","89,12M","2,45%"
"23.06.2022","138,27","136,82","138,59","135,63","72,43M","2,16%"
"22.06.2022","135,35","134,79","137,76","133,91","73,41M","-0,38%"
"21.06.2022","135,87","133,42","137,06","133,32","81,00M","3,28%"
"17.06.2022","131,56","130,07","133,08","129,81","134,52M","1,15%"
"16.06.2022","130,06","132,08","132,39","129,04","107,96M","-3,97%"
"15.06.2022","135,43","134,29","137,34","132,16","91,53M","2,01%"
"14.06.2022","132,76","133,13","133,89","131,48","84,78M","0,67%"
"13.06.2022","131,88","132,87","135,20","131,44","122,21M","-3,83%"
"10.06.2022","137,13","140,28","140,76","137,06","91,57M","-3,86%"
"09.06.2022","142,64","147,08","147,95","142,53","69,47M","-3,60%"
"08.06.2022","147,96","148,58","149,87","147,46","53,95M","-0,50%"
"07.06.2022","148,71","144,35","149,00","144,10","67,81M","1,76%"
"06.06.2022","146,14","147,03","148,57","144,90","71,60M","0,52%"
"03.06.2022","145,38","146,90","147,97","144,46","88,57M","-3,86%"
"02.06.2022","151,21","147,83","151,27","146,86","72,35M","1,68%"
"01.06.2022","148,71","149,90","151,74","147,68","74,29M","-0,09%"
"31.05.2022","148,84","149,07","150,66","146,84","103,72M","-0,53%"
"27.05.2022","149,64","145,39","149,68","145,26","90,98M","4,08%"
"26.05.2022","143,78","137,39","144,34","137,14","90,60M","2,32%"
"25.05.2022","140,52","138,43","141,78","138,34","92,48M","0,11%"
"24.05.2022","140,36","140,81","141,97","137,33","104,13M","-1,92%"
"23.05.2022","143,11","137,79","143,26","137,65","117,73M","4,01%"
"20.05.2022","137,59","139,09","140,70","132,61","137,43M","0,17%"
"19.05.2022","137,35","139,88","141,66","136,60","136,10M","-2,46%"
"18.05.2022","140,82","146,85","147,36","139,90","109,74M","-5,64%"
"17.05.2022","149,24","148,86","149,77","146,68","78,34M","2,54%"
"16.05.2022","145,54","145,55","147,52","144,18","86,64M","-1,07%"
"13.05.2022","147,11","144,59","148,10","143,11","113,99M","3,19%"
"12.05.2022","142,56","142,77","146,20","138,80","182,60M","-2,69%"
"11.05.2022","146,50","153,50","155,45","145,81","142,69M","-5,18%"
"10.05.2022","154,51","155,52","156,74","152,93","115,37M","1,61%"
"09.05.2022","152,06","154,93","155,83","151,49","131,58M","-3,32%"
"06.05.2022","157,28","156,01","159,44","154,18","116,12M","0,33%"
"05.05.2022","156,77","163,85","164,08","154,95","130,53M","-5,57%"
"04.05.2022","166,02","159,67","166,48","159,26","108,26M","4,10%"
"03.05.2022","159,48","158,15","160,71","156,32","88,97M","0,96%"
"02.05.2022","157,96","156,71","158,23","153,27","123,06M","0,20%"
"29.04.2022","157,65","161,84","166,20","157,25","131,75M","-3,66%"
"28.04.2022","163,64","159,25","164,51","158,93","130,22M","4,52%"
"27.04.2022","156,57","155,91","159,79","155,38","88,06M","-0,15%"
"26.04.2022","156,80","162,25","162,34","156,72","95,62M","-3,73%"
"25.04.2022","162,88","161,12","163,17","158,46","96,05M","0,67%"
"22.04.2022","161,79","166,46","167,87","161,50","84,88M","-2,78%"
"21.04.2022","166,42","168,91","171,53","165,91","87,23M","-0,48%"
"20.04.2022","167,23","168,76","168,88","166,10","67,93M","-0,10%"
"19.04.2022","167,40","165,02","167,82","163,91","67,72M","1,41%"
"18.04.2022","165,07","163,92","166,60","163,57","69,02M","-0,13%"
"14.04.2022","165,29","170,62","171,27","165,04","75,33M","-3,00%"
"13.04.2022","170,40","167,39","171,04","166,77","70,62M","1,63%"
"12.04.2022","167,66","168,02","169,87","166,64","79,27M","1,15%"
"11.04.2022","165,75","168,71","169,03","165,50","72,25M","-2,55%"
"08.04.2022","170,09","171,78","171,78","169,20","76,58M","-1,19%"
"07.04.2022","172,14","171,16","173,36","169,85","77,59M","0,18%"
"06.04.2022","171,83","172,36","173,63","170,13","89,06M","-1,85%"
"05.04.2022","175,06","177,50","178,30","174,41","73,40M","-1,89%"
"04.04.2022","178,44","174,57","178,49","174,44","76,55M","2,37%"
"01.04.2022","174,31","174,03","174,88","171,94","78,75M","-0,17%"
"31.03.2022","174,61","177,84","178,03","174,40","103,05M","-1,78%"
"30.03.2022","177,77","178,55","179,61","176,70","92,63M","-0,66%"
"29.03.2022","178,96","176,69","179,01","176,34","100,59M","1,91%"
"28.03.2022","175,60","172,17","175,73","172,00","90,37M","0,50%"
"25.03.2022","174,72","173,88","175,28","172,75","80,55M","0,37%"
"24.03.2022","174,07","171,06","174,14","170,21","90,13M","2,27%"
"23.03.2022","170,21","167,99","172,64","167,65","98,06M","0,82%"
"22.03.2022","168,82","165,51","169,42","164,91","81,53M","2,08%"
"21.03.2022","165,38","163,51","166,35","163,01","95,81M","0,85%"
"18.03.2022","163,98","160,51","164,48","159,76","123,51M","2,09%"
"17.03.2022","160,62","158,61","161,00","157,63","75,62M","0,65%"
"16.03.2022","159,59","157,05","160,00","154,46","102,30M","2,90%"
"15.03.2022","155,09","150,90","155,57","150,38","92,96M","2,97%"
"14.03.2022","150,62","151,45","154,12","150,10","108,73M","-2,66%"
"11.03.2022","154,73","158,93","159,28","154,50","96,97M","-2,39%"
"10.03.2022","158,52","160,20","160,39","155,98","105,34M","-2,72%"
"09.03.2022","162,95","161,47","163,41","159,41","91,45M","3,50%"
"08.03.2022","157,44","158,82","162,88","155,80","131,15M","-1,17%"
"07.03.2022","159,30","163,36","165,02","159,04","96,42M","-2,37%"
"04.03.2022","163,17","164,49","165,55","162,10","83,82M","-1,84%"
"03.03.2022","166,23","168,47","168,91","165,55","76,68M","-0,20%"
"02.03.2022","166,56","164,39","167,36","162,95","79,72M","2,06%"
"01.03.2022","163,20","164,69","166,60","161,97","83,47M","-1,16%"
"28.02.2022","165,12","163,06","165,42","162,43","95,06M","0,16%"
"25.02.2022","164,85","163,84","165,12","160,87","91,97M","1,30%"
"24.02.2022","162,74","152,58","162,85","152,00","141,15M","1,67%"
"23.02.2022","160,07","165,54","166,15","159,75","90,01M","-2,59%"
"22.02.2022","164,32","164,98","166,69","162,15","91,16M","-1,78%"
"18.02.2022","167,30","169,82","170,54","166,19","82,77M","-0,94%"
"17.02.2022","168,88","171,03","171,91","168,47","69,59M","-2,13%"
"16.02.2022","172,55","171,85","173,34","170,05","61,18M","-0,14%"
"15.02.2022","172,79","170,97","172,95","170,25","64,29M","2,32%"
